timepoint	epi	muscle	neuron
0_47_1_7	14dpa1	0.807409531112244	0.455751216962629	0.192730377415891
0_47_2_7	14dpa1	1.25122975784833	-0.383429491880771	0.247245209257888
0_48_7	14dpa1	0.455260852473645	0.084490302541018	-0.18546463707742
0_49_0_7	14dpa1	0.808333607704598	0.360832314478049	0.197733643941385
0_49_1_7	14dpa1	1.30127910931596	0.289888504275218	0.23006959062842
0_51_0_7	14dpa1	1.32179520047724	-0.0474480404080875	-0.163408908360198
0_51_1_7	14dpa1	1.17050299240608	0.342774959791847	-0.14114059407645
0_52_0_7	14dpa1	1.29734083448952	0.0131159107462562	-0.11076075587186
0_52_1_7	14dpa1	1.24367782163052	-0.193822961836985	-0.0937927536872942
0_57_7	14dpa1	1.07242075744698	-0.050035787863085	-0.175588349868697
0_58_0_7	14dpa1	1.17358748819208	0.460670871271505	0.252514667870382
0_58_1_7	14dpa1	0.220230156643765	-0.553745736408377	0.358572209805898
0_58_2_7	14dpa1	0.924328709172517	-0.372737337277828	0.0874836888658972
0_58_3_7	14dpa1	0.633625903219878	0.534115041197604	-0.151844796679416
0_59_0_7	14dpa1	1.09237834078339	0.209273429288029	0.624919421252835
0_59_1_7	14dpa1	0.919150411242201	-0.765908910474816	0.278363922535571
0_60_0_7	14dpa1	1.07131044924977	0.511236009495046	-0.148811979575197
0_60_1_7	14dpa1	0.496535264619077	0.0858788676809283	0.0494709946666505
0_61_0_7	14dpa1	0.480092140698314	-0.0813945948119768	-0.159037697750198
0_61_1_7	14dpa1	0.976698222095918	0.58612912826245	-0.176630562442452
0_62_0_7	14dpa1	0.778976961413459	0.149454540064198	0.167762027677465
0_62_1_7	14dpa1	0.862741639556707	-0.0143814118301235	0.073045527227915
0_70_1_7	14dpa1	0.750065883430179	0.429124595249008	-0.185781801549202
0_72_0_7	14dpa1	0.947786418222986	0.0211262430829728	0.055115140661698
0_74_0_7	14dpa1	1.13861714804328	0.276949074155491	0.333479978475075
0_74_1_7	14dpa1	0.800217818670254	0.00452995028490144	0.0162364960020955
0_74_2_7	14dpa1	1.0069835440826	-0.0459804205702297	0.368387719030647
0_75_7	14dpa1	0.924284016819725	-0.461382694206727	-0.168724627995172
0_76_1_7	14dpa1	0.958835541795822	-0.0531952636324564	-0.00572991389453739
0_76_2_7	14dpa1	1.02085547133803	-0.423464698852039	0.0744975991039871
0_76_3_7	14dpa1	1.08153375812257	-0.183990950257448	0.0346352528300051
0_137_0_7	14dpa1	0.895799125554522	0.34457086635474	0.0862147108594921
0_137_1_7	14dpa1	0.918657103135107	0.0762544110918728	-0.0020318129052467
1_97_7	14dpa1	0.24711782417353	0.728645506324843	0.330734395254451
10_60_7	14dpa1	0.84688023218564	-0.542237573502423	-0.109169248067082
10_62_7	14dpa1	0.149287862519013	0.0735629421277015	0.10923150157754
10_63_7	14dpa1	0.348469435261821	0.727115168011965	-0.18781639598465
10_64_7	14dpa1	1.01412085926689	0.327636587815278	0.079718476184932
10_65_7	14dpa1	0.777712419471013	0.191451240734158	-0.116460481081988
10_87_7	14dpa1	0.933249745046945	0.110369906084169	-0.140691943977314
11_28_7	14dpa1	-0.201988399589085	-0.361240770477706	-0.0865692296205225
11_33_7	14dpa1	1.1781523543573	0.418844645334902	-0.12320244411533
11_39_7	14dpa1	1.08697847922566	0.13792676884695	0.243396779065608
