	AP	frizzled5/8-4	ndk	zic-2	prep	sfrp-1	fz5_8-3	ndl-4	ndl-1	ptk7	ndl-3	wntA	teashirt	wntP-2 / wnt11-5	wntless	sfrp-2	wnt2	ndl-2	ndl-5	wnt11-2	dd4427	dd13065	sp5	fz4-1	Post-2c	hox4b
209	208	8.199933016	14.97490123	5.009450295	25.27274769	1.033733734	4.744154259	2.88237977	28.15923475	8.124797634	11.67918748	79.88371648	22.16653769	32.05060433	25.07094152	64.48376854	7.476545455	39.43786639	41.25890647	2.549590921	39.29687814	3.023364233	12.34997434	1.215756614	1.621046593	4.59692421
210	209	11.03550391	17.58535788	5.056107745	30.30292647	0.992618238	5.2067478	2.643527557	27.29912256	7.668595879	13.59947418	58.85500338	21.01171701	35.0488719	25.34877893	81.63020909	8.294829682	28.17059312	30.31519005	2.629973313	37.35431844	2.916589883	13.04712927	1.138684954	1.543964587	3.829512479
211	210	11.24875907	15.72577306	5.120929639	31.14672431	1.056368994	5.848404993	2.596941863	30.09329779	6.468410611	16.34922694	57.38747292	19.01349357	42.00224583	21.96943352	95.67836647	9.395852177	20.91464495	31.21899912	2.608997788	36.38794579	2.57191305	14.81208384	1.218677227	1.474140812	3.948013447
212	211	9.301348122	16.57026931	5.55030719	24.65631748	0.989744038	6.627295576	2.643376603	29.2747603	6.570136507	23.99149981	56.73002118	25.73507412	35.82002876	21.09923539	74.45810879	13.54203878	27.67045657	35.84218913	2.951785819	42.37383604	2.877979392	11.41076958	1.194102399	1.587822897	3.468463281
213	212	10.55068046	21.36947419	5.09656494	17.89031844	0.95562684	5.443605339	2.84808882	30.35372868	7.771292818	21.27269267	60.52808952	27.49599119	34.92743742	27.2964686	67.03155383	13.78664074	38.62166347	55.15510039	2.985463912	41.18895922	3.267044679	11.58774002	1.270446726	1.639761978	4.181934017
214	213	10.62315228	27.23484064	4.812470422	21.27450725	1.061129761	4.892530176	2.69575405	21.35511685	6.429251202	22.47183932	64.086813	26.62385715	32.12603328	26.04933867	62.83103788	13.92515835	43.2953292	80.56846077	3.302632412	42.67514177	3.157548188	14.3761284	1.361020997	1.462861525	3.899948243
215	214	8.177046563	34.1457112	4.529188238	21.19389276	1.007041604	4.405447029	2.948840215	20.77947236	7.166599255	18.56972899	69.61735435	26.60706667	25.4480971	33.3822805	62.15217872	17.73765497	47.28161759	58.23718913	3.719459047	37.05427297	3.149101592	10.85862869	1.463683829	1.576807841	4.23299494
216	215	10.68427734	39.84381964	4.048511953	25.58363234	0.973175084	5.246638619	2.624088855	15.93826319	8.54631182	15.73567252	64.24188276	22.17849166	27.20561718	42.78923124	56.51942515	16.05611456	34.78074984	53.05213305	4.247707269	44.00663933	2.61777844	9.723691204	1.578334518	1.601133625	4.835256262
217	216	10.00157653	42.08230434	5.575268378	28.48345502	1.241897561	5.917566281	2.658821214	15.57117189	8.435155305	15.35745665	59.33412725	19.97929825	29.26115802	35.88288783	41.00581605	15.50429147	36.5501901	64.01367679	4.357818576	46.43411695	2.419023704	7.452030461	1.700400834	1.813201514	4.524967142
218	217	9.473610578	36.30035397	5.240286248	24.54351132	1.239419335	6.056606039	2.445247008	16.9360185	10.31653288	13.78132979	61.7641334	25.13340663	27.63063578	37.36264653	35.87214697	15.90201895	32.03272083	49.43131163	3.769026935	45.33578692	2.240292021	5.897011451	1.888295089	1.809790603	5.341739878
219	218	9.304171988	33.31574497	4.926099563	35.04041406	1.318239721	5.507214549	2.717151347	17.98928146	11.56629382	12.8252767	65.90608612	34.32987861	34.21310733	29.91942388	39.96928315	15.83979679	34.81267321	52.09610782	3.340946094	42.75632548	2.315995489	6.290824029	1.86888484	1.666728097	6.454007605
220	219	9.124824538	33.28522968	4.929404048	33.23082645	1.239921362	4.691477717	2.970471411	18.87477598	13.66307447	12.50244811	65.98780527	37.61847666	32.28507798	31.66003555	49.33519988	12.46602546	36.43458073	70.44538996	3.665193209	42.3537542	2.334894323	6.846202384	2.019707524	1.580375202	5.277987393
221	220	8.791834355	26.86885947	4.673561895	38.78221487	1.311511077	5.520730758	3.265893597	21.70300637	12.89907814	12.91917559	56.48513746	30.02254891	30.89594129	22.60026525	57.99617021	12.57805789	31.72504726	56.14086519	3.728510065	34.89269832	2.658722403	5.659619555	2.172755651	1.562138071	5.340043591
222	221	12.18803742	24.35381525	5.298921522	42.53115556	1.391420318	5.237875402	3.609314123	20.46106633	12.18732133	10.62713667	54.10176681	21.4251561	25.10334473	23.90337446	61.52637368	12.955905	27.49574288	54.47585819	3.717791939	35.46316565	2.86983815	6.432630554	2.348079315	1.673674159	5.248805784
223	222	12.53734828	21.20379616	5.674533333	42.03877388	1.475710753	5.285762093	3.662772965	20.85172896	10.89725888	8.32575611	56.21861158	17.55204917	22.31881593	19.21610744	56.25528203	10.08513574	19.10712358	65.94100899	3.56522741	32.13383629	2.536210807	5.777980029	2.547529373	1.782724773	4.812195341
224	223	10.20365423	28.36880258	5.419549096	33.15876961	1.570944043	6.208856618	3.528330725	19.00759416	13.96955153	9.020184857	49.93289613	13.34829548	21.38323909	15.95404256	51.20273069	8.980178964	25.8884795	53.00044715	3.232278186	32.26353842	2.80467618	6.419615948	2.359573177	1.901600443	4.521515786
225	224	8.500678305	25.78433887	5.652614699	27.03689262	1.59609744	6.203632946	3.398968349	18.23680263	12.99157116	8.652375603	43.10028289	13.44503843	21.35401135	16.56853515	41.87843717	9.09865048	21.32752954	38.99877704	2.946782845	31.45046927	2.8112933	7.743430297	2.357392066	2.035831063	4.883834881
226	225	10.49585898	32.6972423	6.738178025	17.71849622	1.685983498	5.670928738	3.51525809	22.57708829	11.52300085	8.336468188	48.93157563	13.34601499	20.03724849	21.38624666	54.4580236	10.63864368	22.86454907	43.27041348	2.938151065	30.57857232	2.802641008	7.412628671	2.190281472	2.175456941	6.004267832
227	226	9.403624008	39.59386148	5.814260082	20.79788882	1.785036654	6.039547441	3.905332526	18.05256047	8.740485621	8.286732919	51.93871327	16.2561885	17.50841167	28.01574658	58.24847053	9.649388766	25.39178233	63.95742203	2.738124363	29.3259304	2.623512829	8.587510322	2.046300972	2.182945941	5.393273501
228	227	10.89045231	50.30402833	5.819075823	25.12742354	2.095361787	6.698891552	4.131802581	18.93253895	8.658098443	8.450630293	49.46294567	13.16943524	21.63578636	30.72231837	60.01708402	11.56485203	27.03696326	77.85106365	2.513356075	28.884784	2.867577146	9.108217968	1.924190263	2.041086084	5.560785098
229	228	11.07799251	43.51642476	5.914284359	24.20358005	2.086461629	6.390780351	4.830773086	25.13519799	7.19666055	8.560835516	50.71014146	16.75099516	20.75489753	45.25751427	61.88228422	12.24278693	19.96907857	63.93067134	2.323999697	28.73604095	3.179847524	12.68272456	1.812469847	2.22211316	4.287253182
230	229	12.72296514	41.45849629	7.841982182	20.73880082	2.21468668	6.533500018	4.454319437	18.36392566	6.123893407	10.16088462	46.25818451	12.64705361	20.42347965	40.90590553	63.10481439	14.77526099	20.82277128	74.61365785	2.166430044	29.12100858	3.180487719	12.0061964	1.718672988	2.369563018	4.082735822
231	230	13.80277506	36.38295174	6.596467359	21.87927154	2.352025266	8.01858319	4.850437144	20.31850693	5.274059966	9.406728458	59.47509059	13.35087629	17.82500933	45.19274897	59.53420316	13.65165044	20.18488674	75.59408153	2.024635089	28.43089073	3.291547991	12.46422494	1.634427623	2.540653614	3.570481583
232	231	12.97068307	50.12700187	7.299205946	17.907701	2.509987911	8.468822777	4.947756791	25.97128674	4.870290248	10.91759499	55.93132819	10.77330389	16.76827872	36.99202015	56.00347493	10.57409977	18.64379241	74.84118075	1.907295488	30.03420389	2.970882284	12.23177022	1.569149168	2.750275942	3.448204423
233	232	18.99208496	59.86277801	8.75914178	19.83958538	2.701511671	7.824584854	5.321137845	23.41830004	5.168632466	9.371269502	70.91021947	10.79124842	15.80067553	30.36578501	53.0206395	9.502949685	26.58681537	90.6063024	1.803206196	31.5075937	2.71549282	11.97670052	1.500313183	2.721235317	3.934334426
234	233	22.24583933	63.09751973	8.554608367	17.51422935	2.93071957	7.974846974	5.680576759	34.44115031	4.910316838	9.055812544	72.45891344	10.6880634	15.73144302	34.10414955	56.12280875	10.5214769	29.46421554	66.7814119	1.723384117	33.3579242	2.494031926	12.44047554	1.445378378	2.642011438	3.837389684
235	234	24.16099379	55.28170135	7.653991751	18.01109733	3.208327931	10.43780201	7.028763654	26.63842535	4.318901691	7.023782803	58.42987772	10.92936361	16.61989175	34.61200338	48.69669629	11.33295594	36.29890419	48.11244686	1.639987651	30.29052505	2.493159478	10.30909932	1.386135144	2.67988489	4.221975382
236	235	28.78578299	46.01481753	7.4313476	17.3371716	3.484157711	11.21722946	7.221792085	24.21915551	3.849924488	7.583429423	51.64635222	9.650030358	13.5684478	28.17754225	47.90203111	10.20934271	33.43854535	45.7622002	1.824609217	28.74235266	2.675763491	8.922416005	1.379558046	2.9291241	3.724705512
237	236	21.82461279	51.0295463	6.251377674	20.76581854	3.296990184	10.72660455	6.937917286	28.29398082	3.479214646	11.16402364	46.37225877	8.770724655	13.73652411	27.01568284	53.49517904	8.487386106	32.74919525	40.98279284	1.498791207	27.48288053	2.722962261	8.848693064	1.309741473	3.206586008	3.365145857
238	237	22.10657651	60.06950269	5.386376558	21.84200704	3.609945485	12.03144102	6.796055719	34.21176151	3.181908461	11.01253929	50.23332962	9.017939128	15.26865155	25.16027865	46.01705392	9.429384398	24.25820673	39.92814694	1.584854577	26.87458407	2.733764305	8.405869892	1.308032635	3.542833991	3.481114368
239	238	19.61194494	79.81362403	4.742473714	27.91405043	3.986917153	14.33374667	6.803106105	46.55031776	3.142531922	11.10641819	57.97175959	8.241780047	16.49847462	29.25085656	46.4560146	12.14714432	26.12921782	46.21806064	1.739340818	23.71560234	2.564786828	7.072240289	1.293391991	3.98093072	3.59101648
240	239	22.72420074	66.92913312	4.472595668	26.09952401	4.478317251	10.26486194	6.42026935	64.94973074	2.75134288	12.17492443	63.44213067	9.138287303	17.43076095	19.96105222	31.09951578	12.85615594	20.96962521	70.58505988	1.544788893	28.3005548	2.567101594	6.1516053	1.272670273	3.935244639	4.41764853
241	240	24.69277025	56.92692734	4.470195854	21.30736722	4.452814305	10.36304291	7.402699958	59.71233589	2.686263174	10.84700457	54.79046405	9.751905692	18.57215348	19.81360102	33.97256627	11.86534794	15.00265376	61.56452443	1.7320968	27.8273897	2.530172729	6.712828387	1.324810128	3.888959339	4.644591128
242	241	29.95052028	72.23920893	4.463586899	21.76073055	5.143639713	11.04412415	7.530142651	55.52257564	2.524171754	10.69356033	46.18010107	10.03078852	19.99434312	19.98570031	31.77410485	9.697380059	14.65383605	81.90738757	1.740553302	29.69889518	2.735408539	6.640126725	1.410604623	3.527382541	4.408647509
243	242	39.17543491	104.4763248	4.420481336	20.96887198	5.781416848	9.980155546	8.05079548	43.21610599	2.369898351	11.29693453	44.03384043	10.2438251	18.85442586	17.39676373	33.3636656	11.38294788	16.84493138	64.48070038	1.847095725	31.68024603	2.990283807	5.87484318	1.336306623	3.52698862	4.715033626
244	243	35.53256914	85.58950769	4.450053183	24.1417934	6.667849624	11.90826087	9.467808953	45.20896198	2.751778105	9.883158505	37.60070143	11.67771533	20.94156022	16.88869265	46.91952805	11.5998256	14.42436747	53.74458006	1.960926695	33.10350427	2.899424909	5.813986292	1.274553458	3.92158827	4.905280171
245	244	32.37879531	100.8431268	4.001032988	30.77832039	7.233323829	12.0435748	9.856906265	41.45995272	2.766288382	9.331417188	33.92114278	15.40404336	21.31966583	15.67279491	56.06727586	10.04323543	14.93797189	55.91054084	1.924591327	32.05451598	2.906005307	5.725313894	1.336642443	3.840047796	5.859900564
246	245	27.92497657	74.29366954	3.679378323	26.49875732	8.826738169	19.72058862	13.02808281	34.83058733	2.440814327	6.663940834	35.78330542	15.71482918	22.48433582	14.05350921	58.2387727	9.17034769	15.60930627	60.77217711	1.890745343	34.33124004	2.825951972	6.215257716	1.4021067	3.531335199	6.334410634
247	246	26.1629516	73.70506645	3.363728082	25.80728816	7.467420491	25.78434261	17.30452564	31.40989541	2.369255993	5.637693945	37.1171692	14.04240678	19.08743098	13.90505963	57.92661479	9.289759582	16.12734907	61.75323251	2.016871861	33.65840761	3.454464621	6.603646491	1.470401687	3.228385432	7.7581674
248	247	23.93920596	101.3843751	3.326864263	26.61092602	6.344942484	25.14830131	24.40309588	32.64677233	2.532534675	5.254267372	35.86471216	13.82839424	21.99251709	14.99286116	74.44425432	8.491126001	13.82245424	65.61827526	2.155865781	31.64834244	3.465010805	7.01473024	1.473945445	3.045906161	8.900233783
249	248	25.16470939	83.5665635	3.168261557	31.66426046	5.965544533	22.79935824	22.12883665	35.03319045	2.727618431	5.40711743	32.71414448	16.03111446	24.11131766	17.32334553	117.9691778	6.966515261	11.47203207	48.82875582	2.321934344	31.89304411	3.327113518	7.875903129	1.381689858	2.782605535	11.17464429
250	249	23.58062293	90.65422749	3.208433858	39.35486297	5.196520028	19.25970651	21.21455596	36.61648135	2.975372853	4.74566423	35.01043059	15.69919807	22.18138373	18.59230021	93.64218401	6.028672341	8.907757501	37.87914348	2.078671732	32.08862656	3.777052594	8.496695382	1.549778775	3.074579622	10.44299484
251	250	26.21747233	119.9161862	2.387754656	39.22995527	5.484857811	19.86109286	23.20032165	38.13169409	3.111555247	4.825433136	33.46740723	11.08011137	19.58315833	15.71542099	63.67822866	5.209984295	8.057138125	33.24047741	2.095077063	34.93559463	3.883728892	7.863996667	1.523923213	2.952894308	11.25691049
252	251	28.45113559	86.15070244	2.222783929	40.80761425	4.861823143	16.31684293	24.48971883	33.79663307	3.325030758	5.164522395	29.84373358	11.2180666	25.30442686	18.70347504	43.85518354	4.833297149	6.774253997	29.18123185	2.341997415	36.2901601	4.315658375	7.185482649	1.458520952	3.104254404	12.79631437
253	252	24.84618058	63.58129957	2.004487051	29.65683578	4.649613607	18.68493161	25.47669634	24.51838892	2.96140943	4.943442201	26.99992804	12.14336115	30.9577791	19.23366561	40.05675395	4.687904207	5.314214746	26.35699346	2.526607765	36.45468676	4.834744557	7.258623315	1.444758577	3.436999664	12.45352727
254	253	22.60885611	56.82102314	1.819836353	34.61919573	3.917194719	27.26496076	31.5541209	27.36004662	3.264571273	4.610851916	23.94824312	10.73255079	29.49438432	21.00879952	28.2388166	4.302309023	5.407347032	22.00182367	2.741070502	43.65057159	5.520642574	7.531284268	1.441307647	3.176504755	11.42731922
255	254	23.40383671	47.55601288	1.52185335	28.26132336	3.555210233	33.3713909	30.38744752	22.06467991	3.650598225	3.843143794	23.07987167	10.40937259	23.88005607	16.08932147	33.72675633	3.585973378	4.780217796	19.07935249	2.985732737	41.24762749	5.998336993	8.168729986	1.363949127	2.90906414	9.8041944
256	255	19.07383358	39.07723375	1.40806663	21.09726099	3.097638721	29.74331556	20.30185717	22.71173238	4.107093847	3.819174448	20.3415566	8.26122348	22.20749114	17.07447513	38.15139048	3.079987614	3.943794197	17.946897	3.288971218	49.84628614	5.95341686	8.084865989	1.491457718	3.270657498	9.392707706
257	256	19.09074726	32.89020423	1.322243248	20.44729896	2.698068685	18.27334245	14.62772032	23.52658918	4.691396009	3.955451917	20.27664493	6.962769959	28.66139822	20.40656294	38.24877474	2.667509696	3.648301786	13.58783047	3.636090362	56.93713429	6.074888439	6.846709556	1.42875292	3.33539427	8.947632307
258	257	15.36284369	27.50880248	1.250020106	19.59488646	2.380783112	13.0331273	11.65817453	24.15407125	4.6633076	3.377985113	18.04227193	8.796764321	25.08475536	18.89120774	33.86925105	2.429067241	4.025914748	10.08932505	4.063211146	50.7657751	6.909102205	7.88912497	1.499370711	3.29911912	8.354883054
259	258	11.5794735	23.0805699	1.182605148	14.653688	2.137613258	11.76968132	8.289758749	18.68115689	4.8391427	3.108774615	19.71022445	7.283498922	23.11667912	20.62289491	26.17123707	2.150374944	3.968032399	8.529086548	4.51314445	52.99845798	7.716233551	9.072143357	1.579656056	3.634660674	7.453763012
260	259	9.589212224	17.63012998	1.21995112	16.10368501	1.964932501	8.52647078	6.827920237	17.55853232	5.110682504	2.727850064	18.52379322	5.745845612	22.36018789	19.44606912	19.76609865	1.893068198	4.057890659	5.466985395	5.170917001	55.59158249	7.381299964	10.52446528	1.670101504	3.484019812	9.997703929
261	260	10.47279888	15.14721689	1.099633295	17.0302011	1.834199714	7.051229615	4.718122761	15.86037099	5.849291342	2.407650688	19.21582559	5.315266582	22.55556577	22.71400205	16.7189997	2.020714794	4.586504768	5.135647114	5.396406017	54.743699	8.559677387	10.94675015	1.769516834	4.030600124	9.298573515
262	261	8.773037719	11.36221626	1.040964383	16.20227362	1.717436426	4.914122197	4.044465894	12.05497544	5.534293009	2.344895305	28.13618899	5.360958654	18.75219228	19.88497484	15.92943739	1.837157686	3.974720725	4.255361778	5.316811322	61.50680199	7.877908516	9.179336936	1.87799419	4.451256207	8.555428294
263	262	6.753809217	10.68396311	0.989431137	17.43291787	1.61017224	4.844662421	3.616705651	9.489226759	4.848626561	2.481784568	32.72631895	6.471225294	18.01986228	17.67757789	15.53050393	1.700839846	4.027321481	3.787963963	5.625957733	55.87700695	7.106114945	9.494022811	1.985945571	4.947340106	10.53949431
264	263	6.80375188	9.28220883	0.939919076	13.03769514	1.513825759	4.528437681	3.44965485	10.21377784	5.772483561	2.437433988	26.8276583	6.522963527	17.28524619	18.83151299	13.12341932	1.580967765	4.210203945	2.967071141	5.357232352	42.58509598	8.260172047	11.52162602	2.10478236	5.762915749	11.213324
265	264	7.660510811	9.211576288	0.894902841	8.90073418	1.424021538	4.865871745	2.923890034	10.0044424	5.03791165	2.395017827	25.24546842	6.699174401	15.49966111	19.11138095	10.0462817	1.472376194	3.809841361	2.589554408	6.004507592	55.01563902	7.00607598	11.85729264	2.244240332	6.306606749	12.85803035
266	265	6.342115383	7.743589493	0.85578403	8.438090651	1.3505284	5.043021683	2.584914422	8.767960042	5.504899194	2.354715836	28.98113084	7.9446622	15.34471808	17.48647108	9.292008805	1.481840769	3.749491854	2.331976878	5.614482416	60.4033536	7.638703982	14.08943349	2.396820304	6.19015744	10.38980588
267	266	6.083503352	7.28959631	0.820059118	8.246872121	1.275295032	4.438291222	2.345041594	9.159592128	4.704260814	2.479776204	24.56007137	10.15968803	16.26992836	22.29544296	8.464493898	1.386266461	3.172949024	2.416295695	7.062976418	76.07430708	7.60863595	14.34533727	2.371592541	6.267762169	9.639914074
268	267	5.269417881	6.95710991	0.863329137	8.40420752	1.212083802	5.567889739	2.141932473	11.12604579	4.566124085	2.187854351	28.24102084	13.82535053	16.3989902	18.91266373	7.256871808	1.308830072	3.068068593	2.393041454	6.258392931	78.69431817	8.243756116	19.13593465	2.359875182	5.713480949	10.76338098
269	268	5.545656237	5.478529504	0.829383403	7.914859153	1.156229877	4.384557468	1.963929417	12.09847541	5.117788192	2.154027496	29.76917045	11.20476104	21.35174395	16.499421	6.149468351	1.230275688	3.107951156	2.161329405	4.928309422	64.57148972	7.95948246	17.72091433	2.614149849	5.743038952	11.26496113
270	269	6.438833262	4.806750006	0.85423312	7.42433902	1.105965092	4.393439768	1.810598499	13.93461815	5.016609013	1.985854948	23.3300219	8.940532497	21.66538918	15.93471183	5.513679269	1.269566413	2.813119869	2.18019063	4.160673625	53.03811079	9.771690206	22.23305042	2.621791538	5.368548215	12.55323904
271	270	5.675430774	4.188340445	0.881514938	10.4232233	1.056155474	4.842209424	1.672940624	11.91729697	6.381335199	1.813292275	18.445236	8.38397679	26.64548655	16.81735344	6.339955709	1.092534249	2.6887638	2.370676855	4.374390399	41.50767721	12.56977464	16.10376744	3.429866877	4.362438792	13.11974996
272	271	5.000427286	3.97746465	0.908796812	8.653113573	1.013663433	4.437712622	1.67248573	10.16040433	5.8998485	1.797195413	16.46690436	8.817365855	26.01788498	13.89647292	6.416136624	1.131567663	2.216186029	2.486033029	4.099462111	47.41542362	9.640285542	13.48078663	3.690584677	4.501833772	12.93915595
273	272	4.216454642	3.736536464	0.869582858	8.483748308	0.974043168	3.801223078	1.556491103	11.03368497	6.17557893	1.780038597	14.61550905	10.88200161	24.3512653	12.80806199	6.083956076	1.077538566	2.176732795	2.464340662	4.337443787	47.76511475	10.53119452	12.04811539	3.473195963	4.206195606	11.9041068
274	273	3.922519289	3.325252934	0.833731138	7.516951237	0.939642804	3.265472626	1.461593165	10.90513447	5.543823972	1.658537298	14.2873821	11.34482735	21.21731016	11.71395053	7.070439571	1.02447293	2.19363144	2.489795186	4.419198172	53.47074212	9.749192563	11.61347023	3.606925159	3.61336768	9.871813399
275	274	3.8323548	3.379991153	0.880105548	6.767856347	0.908919807	2.855374188	1.379615753	12.4310229	5.388329738	1.800467999	13.06547244	13.34553346	18.98930174	11.14937728	7.137627104	0.979571644	2.01879126	2.60165649	4.171596376	54.38135734	8.322455898	10.94062513	3.330548376	3.60641188	8.213617753
276	275	3.705805713	2.91679496	0.843711955	6.80823842	0.879021416	2.917820678	1.307298199	9.335692867	4.584914106	1.825958308	14.83266705	12.55591524	23.15511662	12.90525573	7.353549736	0.938007024	1.850224616	2.799168832	4.261497762	43.28511524	8.255373829	10.40963812	3.680677707	3.400846423	6.98506345
277	276	3.526260213	2.872075334	0.813533018	5.671721617	0.850710725	2.745331559	1.236957593	10.30174159	3.962261362	1.652226803	16.57339439	13.03593854	20.48837734	14.74587515	8.285506549	0.90215248	1.716080193	2.533359996	4.204467582	44.23699755	6.967964086	9.107454709	3.379795117	3.507138442	7.214075913
278	277	3.305238548	2.623679924	0.784824824	5.845531254	0.826363526	2.647566957	1.177963919	11.94313406	2.941655119	1.69046494	15.9067192	11.72672893	21.09509169	13.75397381	9.353568152	0.870312943	1.602824493	2.465521297	3.245329327	41.22619052	9.480376774	11.15387964	3.00539309	3.516541992	6.265391302
279	278	3.101551464	2.553685779	0.757921169	7.130827227	0.801839236	2.906788564	1.234785921	13.17051282	3.340122647	1.846975185	17.91369522	11.50639773	18.81691048	16.10838526	10.60679881	0.839491657	1.630557374	2.351467628	3.858012734	37.8985719	9.867404041	12.26570665	2.818011017	3.959246344	6.268899077
280	279	2.780924774	2.525883806	0.773840979	7.995076278	0.777784911	2.379202401	1.073436437	13.44412893	3.129406758	1.866782461	22.14254106	9.523753469	16.41504353	14.49609038	8.728403219	0.810454748	1.537871576	2.376008846	4.606233385	37.45688697	10.76941246	11.90437236	2.878598534	4.091536993	5.6413253
281	280	2.682237266	2.203435599	0.791310601	8.483335999	0.755147349	2.735080133	1.027553102	12.58558408	3.378581092	1.908742546	20.90792825	9.443640924	17.46390892	16.65164601	8.003459583	0.785597061	1.448349926	2.457934981	4.581421047	38.71734915	11.28333592	14.80804703	3.124686497	4.827247505	5.226695203
282	281	2.291482428	2.411122238	0.810307021	7.342254298	0.733304869	2.608871968	0.987167847	12.4951044	3.21957331	2.133081283	21.74385381	7.831818454	15.99860306	14.46024667	8.719714672	0.760664487	1.389113754	2.769521778	5.041633624	38.40582069	13.00198243	11.20432566	3.210557008	5.361878865	4.93591037
283	282	2.071950898	2.515933858	0.829437885	8.311940545	0.71220483	2.672099552	1.016613412	12.2167755	2.87820629	2.136332909	17.18152137	7.381389152	19.8929578	11.97378679	8.138613394	0.736312316	1.312246214	3.108582483	4.818365398	39.04547769	13.7486545	12.48193537	3.331073455	4.618337478	4.137178982
284	283	2.01590565	2.330589832	0.827135244	9.907188033	0.69241612	2.73261441	0.976919242	11.23969448	2.818811357	1.930188373	15.6669794	6.287349678	22.24265301	12.48015758	6.708179997	0.713486699	1.395907189	3.485027907	4.394951487	57.45394492	11.3893368	12.99237962	3.216178411	5.046264111	4.258385411
285	284	2.038273616	2.462929948	0.908096512	9.695238716	0.675326527	2.68962774	0.940597333	9.694042031	2.750221303	1.946609383	13.44027451	6.569584889	21.26978801	12.55078509	8.43367679	0.824716244	1.272437272	3.304399461	4.072170225	65.51047843	8.647210469	10.73828046	2.955016306	5.017715945	4.653034055
286	285	1.78904863	2.581442797	0.841672919	11.68644225	0.658953353	2.759722263	0.908183672	8.918280744	2.466711605	1.899466657	14.09596145	6.799490873	20.76267637	12.68534913	6.813785646	0.657589846	1.280229492	2.940889886	3.803688643	67.94186694	8.035269209	8.111422444	3.053206229	4.583069547	5.545789962
287	286	2.216520346	2.82618081	0.841068156	12.74570086	0.643468477	3.165782601	0.945917665	8.188383598	2.784129508	1.9185779	13.52238164	7.336494948	19.16561129	13.92512869	6.061649413	0.670967519	1.219722892	2.613611514	3.954923258	59.5458399	8.454450677	7.30092448	3.134894664	4.215107507	4.869331343
288	287	2.238321209	3.045114797	0.810629376	12.09046836	0.629105489	3.724177531	0.863670336	9.145243995	2.855589263	1.905180167	11.23704471	8.688372591	17.9707395	12.8874807	5.551950866	0.684343496	1.164063566	2.572017944	3.613598783	57.82025999	8.894107903	7.889520334	2.747986945	3.703526373	4.883763494
289	288	2.458767954	3.118138337	0.839967293	12.23836603	0.615597511	4.149144351	1.005529725	10.32986541	2.570576681	2.11297013	12.63482896	9.771379764	17.76344876	14.01059077	5.880997101	0.681739379	1.117417082	2.349103649	4.388480975	50.39854322	8.304018587	7.153362256	2.762088568	4.306794028	4.398892949
290	289	2.240395654	3.173386518	0.781581515	11.30867227	0.602449004	4.289945761	0.976959229	8.969990106	2.545641543	2.13289941	12.85962179	9.005488259	17.29545459	12.68591107	7.168711349	0.659035508	1.071530186	2.381366494	4.489869505	59.57255282	10.02855485	6.384127521	2.867795081	4.020575168	4.602753654
291	290	2.034834917	3.591933238	0.825024787	10.96813948	0.590659928	4.599900444	1.033468527	9.69201752	2.836399652	1.978256908	15.03140836	9.437052175	18.5839016	11.06812897	6.502496468	0.639614029	1.027557028	2.11054317	4.854855533	58.07932823	11.07553817	6.503905364	3.012139263	4.109305092	4.211742843
292	291	1.8748826	3.44161816	0.751805208	11.02633224	0.579415143	4.397606604	0.995091443	9.626079349	3.224570726	1.84170377	14.63868078	7.128919656	18.19831642	9.964875732	7.446247128	0.621891494	0.987078292	2.331059368	5.357423764	53.00749693	7.796330986	5.891656583	3.20209611	3.787234285	4.810526199
293	292	2.020878681	3.103505487	0.782570305	9.483076408	0.568793838	5.0042619	0.958630002	10.60381938	3.175232097	1.722128567	13.591695	7.027511248	20.43053921	9.122551894	7.612339985	0.645245913	0.948826225	1.962390907	5.183810232	50.32839383	7.074948856	7.122526476	3.413572338	3.494030353	6.231208421
294	293	2.023048428	2.874721194	0.783714266	8.360405982	0.605696991	5.40110995	0.92496731	12.58194969	3.032579713	1.77507463	12.36302809	6.517680445	17.6588109	9.198411679	7.216828258	0.597671164	0.912602503	1.825743374	6.67831401	47.16872921	6.452549258	7.117265061	3.579478787	3.291847541	6.630455268
295	294	1.870940363	3.196538957	0.9283068	6.914851159	0.470040978	5.427407932	0.896301942	13.09861847	3.113480131	1.633836904	12.28381246	5.544958188	22.15587146	9.365642703	9.25651791	0.639887698	0.879261692	1.708111117	6.036267245	45.05291681	5.422293092	8.446305032	3.271590201	3.573028385	7.029310584
296	295	1.883422027	3.135748834	0.968939679	6.834465485	0.460492087	6.308531643	0.869184014	12.07957244	3.419086933	1.755141492	12.63639727	4.896257971	19.75293094	9.427059796	9.564833378	0.624056041	0.850947597	1.60861995	5.0491855	52.35206319	5.014848234	10.05015679	3.280744145	4.235471124	6.423427558
297	296	1.766082205	3.05525136	1.014832945	5.993051354	0.451706436	5.624614854	0.843842929	13.32602756	4.200260581	1.790424833	13.44456701	7.338585645	20.01556774	10.46585225	9.769579496	0.608919514	0.824227069	1.644535414	6.701637664	43.97497305	5.192277497	10.93291105	3.181776652	4.154372752	6.434055479
